English	Gilaki
And thus she looked at him, attentively and with uneasy pride, her child already without two front teeth, his evolution, his evolution under way, his teeth falling out to make room for those which bite best.	ناقۊشي گۊلازˇ همرأ ريکه' نيگا بۊده کي تازه دۊته اينˇ جۊلؤيي گازؤن بکته‌بۊن ؤ دگرش خۊدشه پيش برده‌دبۊ، گازؤن بکته‌بۊن تا اۊشؤن ئبه جا وا بکۊنن کي بئتر تينن گاز بزنن.
I must buy him a new suit, she decided, looking at him intently.	تصميم بيته: «خأ يک دس ليواس اين‌ئبه بهينم» بأزين اينه نيگا بۊده، جغأگيته.
She obstinately dressed up her toothless child in fancy clothes, and obstinately insisted upon keeping him clean and tidy, as if cleanliness might give emphasis to a tranquilizing superficiality, obstinately perfecting the polite aspect of beauty.	لجالجي، خۊ بکته‌گاز ريکه' خؤرؤم ليواسˇ همرأ چاکۊن‌واکۊن گۊد؛ لجالجي، خأس اينˇ ريکه خئلي تميز بۊبۊن، تا اينˇ تميزگي بۊتؤنه يکجۊر تامأگنْ مئنمايگي‌ئه وٚزٚن بده. لجالجي، خؤجيري اؤکته ديمه تکميل گۊد کي نزاکتˇ همرأ بو.
"Obstinately removing herself, and removing him from something which must be as ""black as a monkey."" "	لجالجي، خۊدش ؤ خۊشˇ زأکه يکچي أجي دۊر گۊد کي خأس بۊبۊن «سيا خۊدي ميمون».
Then, looking into the bathroom mirror, the mother smiled, intentionally refined and polished, placing between that face of hers of abstract lines and the raw face of Little Flower, the insuperable distance of millenia.	بأزين مأری حمامˇ آينه مئن نيگا بۊده يکته مليح ؤ اجتماعي لبکۊنˇخنده تحويل بدأ، خوش رنگˇ سيمه خطˇ خطوط ؤ پأچˇگۊلˇ کالˇ ديمˇ مئن، چنته ونگردني هزاره هني فاصله بنأ.
But with years of experience she knew that this would be a Sunday on which she would have to conceal from herself her anxiety, her dream, and the lost millenia.	امما اي همه سال تمرين گۊدنˇ پسي، زنأی دؤنس امرۊز اۊجۊر يکشمبه‌ ايسه کي ناچار بۊ خۊ ديلأجيرأکتگي ؤ خۊشˇ رؤيا'ن ؤ اۊ أويرأبؤ هزاره‌ٰنه خۊدش أجي قايم جيگا بدي.
In another house, against a wall, they set about the exciting business of calculating with a measuring tape the forty-five centimeters of Little Flower.	يکته خؤنهٔˇ ديگرˇ مئن، دکتن اندازه‌گيري مئن کي چل ؤ پنج سانتيمتر ؤ هش ميليمتري پأچˇگۊله ديوارˇ کش اندازه بگيرن.
And as they enjoyed themselves they made a startling discovery: she was even smaller than the most penetrating imagination could ever have invented.	بأزين تعجۊبي کئف بۊدن: اي زنأی هر تصور أجي کي شأنه گۊدن پأچتره.
In the heart of each member of the family there arose the gnawing desire to possess that minute and indomitable thing for himself, that thing which had been saved from being devoured, that enduring fount of charity.	خانواده هر ته آدمؤنˇ ديلˇ مئن اي يأسه جؤر بمأ کي اۊ کۊچˇ وحشي مَسمَکه بدأره خۊش‌ئبه. اۊ مسمکي کي بۊخؤرده‌بؤن‌ئبه ذخيره بۊمؤنسه بۊ، اۊ صدقه ؤ خيراتˇ سربس کي تمنأبؤنين نئه.
The eager soul of that family was roused to dedication.	آجˇ خانواده رۊح خأس خۊدشه فدا بکۊنه.
and, indeed, who has not wanted to possess a human being just for himself? A thing, it is hue, which would not always be convenient, for there are moments when one would choose not to have sentiments.	أگه بخأيم حقيقته بۊگؤيم، کيسه کي نخأی يک نفره بدأره خالي خۊش‌ئبه؟  هميشک ني آسؤن نئه چۊن يپاره زمتؤن هنأ کي آدم نخأنه احساس بدأره.
I'll bet you if she lived here we would finish up quarreling, said the father, seated in his armchair, firmly turning the pages of the newspaper.	«حاضرم بسته بگيرم کي أگه ائره زندگي بکۊنه قضيه به جنگ ؤ دعوا ختم بنه.» اينه پئر -هيتؤ کي مؤبلˇ سر نيشته‌بۊ ؤ روزنامه' ورق زي- بۊته.
In this house everything finishes up with a quarrel.	هندئه بۊته: «اي خؤنه مئن همه‌چي به جنگ ؤ دعوا ختم بنه».
You are always such a pessimist, José, said the mother.	مأر بۊته: «وؤی وؤی خۊزه! هميشک تۊ خأ بدبين ببي؟»
Mother, can you imagine bow tiny her little child will be? their oldest girl, thirteen, asked intensely.	ايشؤنˇ پيلترين کۊچˇ لاکؤی کي سينزه سال دأشت شادي أجي بۊته: «مامان! هيچ فکر بۊدي اينˇ زأکˇ اندازه خأ چقد بۊبۊن؟»
The father fidgeted behind his newspaper.	پئر زۊرازۊري خۊشˇ رۊزنامه پۊشت جابجا بۊبؤ.
It must be the smallest black baby in the world, replied the mother, melting with pleasure.	مأر ذؤقمرگي همرأ آؤجا بدأ: «خأ بۊبۊن دۊنيا مئنˇ پأچترين سيا زأک دئه! اۊخؤی!»
Just imagine her waiting on table here in the house! And with her swollen little belly.	تصور بکۊن بأ أمئه ميزه دچين‌واچين بکۊنه ؤ خۊشˇ کۊچˇ جؤربمأ شۊکؤمˇ همرأ بۊبۊن أمئه خدمتکار!
That's enough of that rubbish! muttered the father, annoyed.	پئر غۊرغۊره بۊده: «دئه وسسأکۊن!»
You must admit, said the mother, unexpectedly peeved, that the thing is unique.	مأر يک‌دفأ پئره فترکسه بۊته: «أمما قبۊل بکۊن اي يک‌ چيزˇ کميابه.
You are the one who is insensitive.	تۊ چني بي احساسي!
And what about the unique thing itself?	أمما خۊدˇ اۊ چيزˇ کمياب چي؟
Meanwhile, in Africa, the unique thing itself felt in its heart —perhaps also black, because one can no longer have confidence in a Nature that had already blundered once—meanwhile the unique thing itself felt in its heart something still more rare, rather like the secret of its own secret: a minute child.	هي مئن‌مئنه، آفريقایˇ مئن، چيزˇ کمياب خۊدش خۊشˇ قلبˇ مئن (کي دؤنه؟ شايد اينˇ قلب أني سيا بي، وختي طبيعت يک‌دفأ سأب بوده دئه نشأنه اينه اعتماد گۊدن چيزˇ کمياب خۊدش خۊ قلبˇ مئن يکچي دأشت کميابتر، بخياله يکته جيسکه خۊشˇ جيسک أجي: يکته کۊچˇ کوچي زأک.
Methodically, the explorer examined with his gaze the belly of the smallest mature human being.	مؤکتشف هۊتؤ کي اينˇ کار بۊ پأچترين انسانˇ بالغˇ کۊچˇ شۊکؤمه بررسي بۊده.
It was -at that moment that the explorer, for the first time since he had known her—instead of experiencing curiosity, enthusiasm, a sense of triumph, or the excitement of discovery—felt distinctly ill at ease.	هي دم پأچˇ گۊلˇ دئنˇ پسي اول بار بۊ کي مؤکتشف، وامتن يا تحسين يا پيرۊزي يا علمي رۊحيه جا، اينˇ معده گۊل بمأ!
The fact is that the smallest woman in the world was smiling.	دۊنيا مئنˇ پأچترين زنأی خنده‌کأدبۊ.
She was smiling and warm, warm.	خنده‌کأدبۊ، گرمˇ گرم.
Little Flower was enjoying herself.	پأچˇگۊل زندگي أجي کئف کأدبۊ.
The unique thing itself was enjoying the ineffable sensation of not having been devoured yet.	اۊ چيزˇ کمياب خۊش‌ئبه يک جۊر نۊتني حسه تجربه کأدبۊ کي تاهيسه بۊخؤرده‌نۊبؤنˇ حس بۊ.
Not to have been devoured was something which at other times gave her the sudden impulse to leap from branch to branch.	تاهيسه بۊخؤرده نۊبؤن، يکچي بۊ کي هر زمتˇ ديگر أگه بۊبؤبي خأس اينه فيتفيتأدأبي کي چسبأگيره ؤ خال به خال واز بکۊنه.
But at this tranquil moment, among the dense undergrowth of the Central Congo, she was not applying that impulse to an action—and the impulse concentrated itself completely in the very smallness of the unique thing itself.	أمما اي دفأره، آرؤم-آرؤمی کؤنگؤیˇ شرقي قۊرصˇ ولگؤنˇ مئن، نخأس کي تۊکؤم بۊخؤره ؤ کاري بکۊنه. ايشؤن همه اۊ چيزˇ کميابˇ پأچي ؤ کۊچيکي مئن جيمأبؤبۊ.
And suddenly she was smiling.	دواريم؛ خنده‌کأدبۊ
It was a smile that only someone who does not speak can smile.	اۊ جۊر خنده کي خالي اۊشؤنˇ شئه کي گب زئه مننئن.
A smile that the uncomfortable explorer did not succeed in classifying.	يکجۊر خنده بۊ کي مؤکتشف هرچي زۊر زي مننيس دسه‌بندي بکۊنه.
And she went on enjoying her own gentle smile, she who was not being devoured.	زنأی أني خۊشˇ نرمˇ خنده' جي کئف کأدبۊ، اۊني کي فَوَرسه بؤ دننه‌بۊ.
Not to be devoured is the most perfect sentiment.	فورسه‌نۊبؤن بئترين حاله.
Not to be devoured is the objective of a whole existence.	فورسه‌نۊبؤن، زندگي اصلˇ هدفه کي هي کس اۊن أجي باخبر نئه.
While she was not being devoured, her animal smile was as delicate as happiness.	تا وختي گه بۊخؤرده بؤ دننه‌بۊ، اينˇ حيواني هارهار-هيرهير، هر ته لطافت أجي لطيفتر بۊ.
The explorer felt disconcerted.	مؤکتشف گيجأ بؤ.
In the second place, if the unique thing itself was smiling it was because, inside her minute body, a great darkness had started to stir.	ايشؤن به ديمه، أگه چيزˇ کمياب خۊشئبه خنده کأدبۊ، اينˇ واسي بۊ کي يکته پيله تارکينا اينˇ پأچي مئن أجي شؤدبۊ.
It is that the unique thing itself felt her breast warm with that which might be called love.	چيزˇ کمياب خۊشˇ سينه مئن يکجۊر گرمايي حس بۊده کي شايد اينه دۊخؤنن عشق.
She loved that yellow explorer.	زنأی اۊ زردˇتؤه مؤکتشفه عاشق بۊبؤبۊ.
If she knew how to speak and should say that she loved him, he would swell with pride.	اگه گب زئنه تينس ؤ اۊنه بۊته‌بۊ کي اينˇ عاشقه، مردأی غۊرۊر أجي خأس چف بکۊنه.
Pride that would diminish when she should add that she also adored the explore* ring and his boots.	غۊرۊري گه دکالسنأبۊ أگه زنأی اينم علاوه بۊده‌بي کي مؤکتشفˇ حلقه ؤ پۊتين أني خئلي خۊش دأنه.
And when he became deflated with disappointment, Little Flower would fail to understand.	وختي دپار فۊرۊز بمأ، پأچˇگۊل نفأمسه بۊ چره! 
"Because, not even remotely, would her love for the explorer—one can even say her ""deep love,"" because without other resources she was reduced to depth—since not even remotely would her deep love for the explorer lose its value because she also loved his boots."	چۊن اينˇ عشق (شايد يک نفر بۊگؤ «عشقˇ عميق!»؛ وختي دئه هيچ امکان ؤ سربسي ننأبۊ، خالي اين‌ئبه هۊ جلفي بۊمؤنسه‌بو)، اينˇ عشقˇ عميق، هرگز اي واقعيتˇ همرأ کم نبنأبۊ کي خۊشˇ معشۊقˇ پوتين أني خۊش دأنه.
"There is an old misunderstanding about the word ""love,"" and if many children are born on account of that mistake, many others have lost the unique instant of birth simply on account of a susceptibility which exacts that it should be me, me that should be loved and not my money."	ائره يکته قديمي سۊءتفاهم هننأ راجه به عشقˇ کلمه ؤ أگه پۊر پۊرˇ زأکؤن اي سۊءتفاهم أجي دۊنيا بمأن، خئليئن أني خۊشؤنˇ دۊنيا أمأنˇ شانسه دسأ جي بدأن، خالي اينˇ وأسي کي خأسن کي «اۊني که خأ دۊس دأشتن خأ مۊ بۊبۊم نأ مي پۊل.» 
But in the humidity of the jungle, there do not exist these cruel refinements; love is not to be devoured, love is to find boots pretty, love is to like the strange color of a man who is not black, love is to smile out of love at a ring that shines.	أمما اۊ دم‌بۊده جنگلˇ مئن، اي جۊر دۊرجˇ مۊشکافي در کار نئه ؤ عشق، بۊخؤرده‌نۊبؤنه، عشق يکته خؤجيرˇ پۊتينه ياتنه، عشق يکته مردأکˇ عجيب ؤ غريبˇ رنگه خۊش دأشتنه کي سيا نئه، يکته فۊتؤدار حلقه' عاشق بؤنˇ وأسي خنده گۊدنه.
